url,authors,commiters
https://github.com/android/platform_packages_apps_camera,49,platform_packages_apps_camera
https://github.com/mapfish/mapfish-print,36,mapfish-print
https://github.com/pentaho/pentaho-commons-xul,35,pentaho-commons-xul
https://github.com/bauerca/drag-sort-listview,94,drag-sort-listview
https://github.com/sk89q/skmclauncher,34,skmclauncher
https://github.com/jgralab/jgralab,10,jgralab
https://github.com/sakai-mirror/assignment,30,assignment
https://github.com/tinkerpop/pipes,19,pipes
https://github.com/ligi/gobandroid,9,gobandroid
https://github.com/dohnto/DigitalLighter,4,DigitalLighter
https://github.com/axet/vget,5,vget
https://github.com/darshan-/Battery-Indicator,1,Battery-Indicator
https://github.com/chewiebug/GCViewer,22,GCViewer
https://github.com/eclipse/scout.rt,17,scout.rt
https://github.com/grammarware/slps,3,slps
https://github.com/peshkira/c3po,11,c3po
https://github.com/agoncal/agoncal-book-javaee7,7,agoncal-book-javaee7
https://github.com/pardom/ActiveAndroid,65,ActiveAndroid
https://github.com/marthaler/schuelerturnier,3,schuelerturnier
https://github.com/snowdrop/snowdrop,19,snowdrop
https://github.com/dhale/idh,6,idh
https://github.com/marc4j/marc4j,12,marc4j
https://github.com/piobpl/Zombies,11,Zombies
https://github.com/jline/jline2,35,jline2
https://github.com/greg-pe/android_frameworks_base,5,android_frameworks_base
https://github.com/lmco/eurekastreams,24,eurekastreams
https://github.com/apache/maven-scm,16,maven-scm
https://github.com/KnisterPeter/Smaller,6,Smaller
https://github.com/openskye/openskye,7,openskye
https://github.com/shazichuanhuo/heat_final_version,3,heat_final_version
https://github.com/aerogear/aerogear-security,5,aerogear-security
https://github.com/fcrepo/fcrepo,23,fcrepo
https://github.com/dimalabs/stratosphere-iterations,13,stratosphere-iterations
https://github.com/SpringSource/spring-insight-plugins,9,spring-insight-plugins
https://github.com/brix-cms/brix-cms,19,brix-cms
https://github.com/rmerizalde/opencommercesearch,8,opencommercesearch
https://github.com/performant-software/juxta-service,2,juxta-service
https://github.com/dryade/chouette,12,chouette
https://github.com/gdg-x/frisbee,27,frisbee
https://github.com/msgpack/msgpack-rpc,46,msgpack-rpc
https://github.com/DavePearce/wybench,3,wybench
https://github.com/argus-authz/argus-pap,6,argus-pap
https://github.com/danbernier/WordCram,7,WordCram
https://github.com/massie/adam,7,adam
https://github.com/constretto/constretto-core,19,constretto-core
https://github.com/farhanrahman/kyoto,17,kyoto
https://github.com/libpd/pd-for-android,10,pd-for-android
https://github.com/eclipse/eclipselink.runtime,21,eclipselink.runtime
https://github.com/gemserk/commons-gdx,7,commons-gdx
https://github.com/icplayer/icplayer,9,icplayer
https://github.com/idega/org.jboss.jbpm,10,org.jboss.jbpm
https://github.com/anden3/VoxelSniper,36,VoxelSniper
https://github.com/photon-infotech/plugins,25,plugins
https://github.com/tubs-legolabor-teamprojekt/schach,6,schach
https://github.com/DawnScience/dawn-workflow,14,dawn-workflow
https://github.com/eclipse/rap,11,rap
https://github.com/aquintiliano/tatu,5,tatu
https://github.com/thomasbaart/ISM2IKBS.V111,11,ISM2IKBS.V111
https://github.com/daveray/jsoar,8,jsoar
https://github.com/winterstein/JTwitter,11,JTwitter
https://github.com/animotron/animi,4,animi
https://github.com/semanticvoid/reDygest,5,reDygest
https://github.com/kevstessens/dealhunter,7,dealhunter
https://github.com/DSH105/EchoPet,15,EchoPet
https://github.com/Chorus-bdd/Chorus,5,Chorus
https://github.com/netmelody/ci-eye,7,ci-eye
https://github.com/TabakoffLab/PhenoGen,2,PhenoGen
https://github.com/phylogeography/SPREAD,9,SPREAD
https://github.com/parzonka/prm4j,3,prm4j
https://github.com/Seitenbau/stu,9,stu
https://github.com/54hotlover/Bookmarks,6,Bookmarks
https://github.com/tfredrich/RestExpress,13,RestExpress
https://github.com/zlamalp/perun,1,perun
https://github.com/ThinkingBridge/platform_packages_apps_Settings,9,platform_packages_apps_Settings
https://github.com/comsysto/jumbodb,6,jumbodb
https://github.com/t0xa/gelfj,47,gelfj
https://github.com/buchen/portfolio,6,portfolio
https://github.com/pbeeler/android_packages_apps_Settings,11,android_packages_apps_Settings
https://github.com/Wormhole-X-Treme/Wormhole-X-Treme,13,Wormhole-X-Treme
https://github.com/mendhak/gpslogger,28,gpslogger
https://github.com/DavidShepherdson/jira-suite-utilities,23,jira-suite-utilities
https://github.com/dumptruckman/PluginBase,2,PluginBase
https://github.com/Sangraama/sangraama-server,6,sangraama-server
https://github.com/svn2github/crux-framework,5,crux-framework
https://github.com/SonarSource/sonar-eclipse,13,sonar-eclipse
https://github.com/dmedov/flexymind_Ship,5,flexymind_Ship
https://github.com/ALRubinger/resolver,19,resolver
https://github.com/neofoniemobile/Crouton,58,Crouton
https://github.com/kapelner/CGMBART_GPL,7,CGMBART_GPL
https://github.com/COMP3111H-Project-Team/BallCraft,5,BallCraft
https://github.com/hunterhacker/jdom,8,jdom
https://github.com/jbosstm/quickstart,10,quickstart
https://github.com/Progga1/YangLib,4,YangLib
https://github.com/northvankiwiguy/Disco-Build-System,1,Disco-Build-System
https://github.com/physion/ovation-ui2,5,ovation-ui2
https://github.com/digitalabs/DatasetImporter,9,DatasetImporter
https://github.com/securekey/openmidaas-android-app,4,openmidaas-android-app
https://github.com/ltettoni/logic2j,7,logic2j
https://github.com/kohsuke/github-api,31,github-api
https://github.com/RegalOwl/HyperConomy,19,HyperConomy
https://github.com/TitanDevelopment/TitanChat,4,TitanChat
https://github.com/NLeSC/vbrowser,2,vbrowser
https://github.com/before/uadetector,3,uadetector
https://github.com/ios-driver/ios-driver,24,ios-driver
https://github.com/osiam/connector4java,12,connector4java
https://github.com/pixlepix/ElfCraft,2,ElfCraft
https://github.com/directededge/directed-edge-bindings,7,directed-edge-bindings
https://github.com/NLeSC/octopus,7,octopus
https://github.com/jeeeyul/eclipse-themes,9,eclipse-themes
https://github.com/GrizzlyNIO/grizzly-mirror,4,grizzly-mirror
https://github.com/exoplatform/core,23,core
https://github.com/easyhao1314/TravelPlatform,10,TravelPlatform
https://github.com/EsupPortail/esup-opi,12,esup-opi
https://github.com/dblock/waffle,21,waffle
https://github.com/walware/statet,2,statet
https://github.com/evanchooly/javabot,10,javabot
https://github.com/Zanshinmu/Wifi-Fixer,2,Wifi-Fixer
https://github.com/willuhn/jameica,6,jameica
https://github.com/ogrisel/pignlproc,14,pignlproc
https://github.com/Monstercraft/MonsterIRC,15,MonsterIRC
https://github.com/Dimappers/Pub,10,Pub
https://github.com/dveyarangi/quadraturin,3,quadraturin
https://github.com/martypitt/swagger-springmvc,38,swagger-springmvc
https://github.com/senseidb/zoie,31,zoie
https://github.com/PonySDK/PonySDK,9,PonySDK
https://github.com/jenkinsci/findbugs-plugin,13,findbugs-plugin
https://github.com/hugoferreira/mads-p1,39,mads-p1
https://github.com/H4201/DevOO,14,DevOO
https://github.com/hardisonbrewing/maven-cxx-plugin,8,maven-cxx-plugin
https://github.com/mattfeury/SaucillatorAndroid,3,SaucillatorAndroid
https://github.com/jsr107/RI,13,RI
https://github.com/yhez/SPEC,2,SPEC
https://github.com/Fabric3/fabric3-core,7,fabric3-core
https://github.com/botelhojp/behave,29,behave
https://github.com/CQQL/dungeon-game,4,dungeon-game
https://github.com/akiban/persistit,7,persistit
https://github.com/collective-congress/collective-congress,10,collective-congress
https://github.com/davidsowerby/v7,5,v7
https://github.com/sonyxperiadev/BacklogTool,10,BacklogTool
https://github.com/CSEMike/OneSwarm,14,OneSwarm
https://github.com/phrstbrn/Jobs,36,Jobs
https://github.com/eishay/jvm-serializers,40,jvm-serializers
https://github.com/pantheis/AdvancedPowerManagement,4,AdvancedPowerManagement
https://github.com/dbardin/tmp_course,21,tmp_course
https://github.com/kayahr/usb4java,4,usb4java
https://github.com/mulesoft/google-connectors-suite,15,google-connectors-suite
https://github.com/dmarc0001/submatixBTAndroid4,1,submatixBTAndroid4
https://github.com/JetBrains/Grammar-Kit,3,Grammar-Kit
https://github.com/linkedin/datafu,25,datafu
https://github.com/deric/clueminer,1,clueminer
https://github.com/nachetecanon/ono,5,ono
https://github.com/andfRa/Saga,7,Saga
https://github.com/Jygsaw/Overload,4,Overload
https://github.com/BryanHunt/eTrack,4,eTrack
https://github.com/amplafi/amplafi-flow-core,7,amplafi-flow-core
https://github.com/eclipse-imp/pdb.values,3,pdb.values
https://github.com/wso2/commons,36,commons
https://github.com/bitWolfy/MineReset,2,MineReset
https://github.com/ha-jdbc/ha-jdbc,6,ha-jdbc
https://github.com/artmoni/gardening-manager-android,4,gardening-manager-android
https://github.com/AdamBien/lightfish,7,lightfish
https://github.com/michaelmosmann/embedmongo.flapdoodle.de,19,embedmongo.flapdoodle.de
https://github.com/apache/tiles,5,tiles
https://github.com/robo-code/robocode,9,robocode
https://github.com/csci598b/frontend,15,frontend
https://github.com/jmorille/android,2,android
https://github.com/dzensystem/coop,5,coop
https://github.com/Sable/mclab,10,mclab
https://github.com/arshajii/xi,2,Xi
https://github.com/sonatype/nexus-maven-plugins,12,nexus-maven-plugins
https://github.com/stockholmuniversity/signuptool,5,signuptool
https://github.com/osiam/connector4java-integration-tests,9,connector4java-integration-tests
https://github.com/timb-stud/color-battle,6,color-battle
https://github.com/demandforce/CXTestFramework,9,CXTestFramework
https://github.com/svn2github/htmlunit-fork,3,htmlunit-fork
https://github.com/treasure-data/td-client-java,4,td-client-java
https://github.com/org-badiff/badiff,2,badiff
https://github.com/cloudsoft/brooklyn-marklogic,6,brooklyn-marklogic
https://github.com/mdaniel/svn-caucho-com-resin,8,svn-caucho-com-resin
https://github.com/pressgang-ccms/PressGangCCMSREST,4,PressGangCCMSREST
https://github.com/sgothel/jogl-demos,16,jogl-demos
https://github.com/AdeleResearchGroup/Cilia,5,Cilia
https://github.com/NineWorlds/serenity-android,1,serenity-android
https://github.com/jhalterman/modelmapper,24,modelmapper
https://github.com/eclipse/webtools.sourceediting,18,webtools.sourceediting
https://github.com/Xanindorf/AAAH-SNAYKUU,14,AAAH-SNAYKUU
https://github.com/rcrr/reversi,1,reversi
https://github.com/52North/WPS,15,WPS
https://github.com/Jasig/java-cas-client,23,java-cas-client
https://github.com/jenkinsci/perforce-plugin,24,perforce-plugin
https://github.com/AVATAR-PANIC/AVATAR-PANIC,7,AVATAR-PANIC
https://github.com/Timberjaw/SpawnControl-Bukkit-Plugin,6,SpawnControl-Bukkit-Plugin
https://github.com/sculptor/sculptor,5,sculptor
https://github.com/Flowdalic/openfire,23,openfire
https://github.com/tashlin/tashlin,10,tashlin
https://github.com/tdiesler/jbosgi-framework,7,jbosgi-framework
https://github.com/Rauks/TP-Brutes,2,TP-Brutes
https://github.com/Graphity/graphity-browser,3,graphity-browser
https://github.com/rovo89/XposedInstaller,45,XposedInstaller
https://github.com/UCSF-MouseDB/mouseinventory,2,mouseinventory
https://github.com/FasterXML/jackson-core,24,jackson-core
https://github.com/shoma2da/Qiitarian,1,Qiitarian
https://github.com/Madsim/Drole,6,Drole
https://github.com/Rune91/Prosjekt_RuneHagbergStana,13,Prosjekt_RuneHagbergStana
https://github.com/Phillipus/archi,5,archi
https://github.com/pranavjain02/POC,12,POC
https://github.com/torquebox/jruby-maven-plugins,15,jruby-maven-plugins
https://github.com/d-plaindoux/wolfgang,1,wolfgang
https://github.com/droolsjbpm/dashboard-builder,21,dashboard-builder
https://github.com/debonatis/Webutvikling,13,Webutvikling
https://github.com/rtoal/wutup,13,wutup
https://github.com/IanWraith/DMRDecode,3,DMRDecode
https://github.com/tonnymadsen/ui-bindings,3,ui-bindings
https://github.com/rockamorales/ClinicaWeb,13,ClinicaWeb
https://github.com/napodan/android_packages_apps_Contacts,19,android_packages_apps_Contacts
https://github.com/processing/processing-web,26,processing-web
https://github.com/novoda/SQLiteProvider,10,SQLiteProvider
https://github.com/patmorin/ods,7,ods
https://github.com/CombatMage/neidhardt.dsa.dynamicsoundboard,2,neidhardt.dsa.dynamicsoundboard
https://github.com/barchart/barchart-udt,8,barchart-udt
https://github.com/Evervolv/android_packages_inputmethods_LatinIME,22,android_packages_inputmethods_LatinIME
https://github.com/GoogleCloudPlatform/appengine-tck,8,appengine-tck
https://github.com/ceylon/ceylon-module-resolver,12,ceylon-module-resolver
https://github.com/magro/memcached-session-manager,27,memcached-session-manager
https://github.com/cloudzon-jayesh/GratzeezAPP,2,GratzeezAPP
https://github.com/develar/chromedevtools,4,chromedevtools
https://github.com/GrammaticalFramework/gf-eclipse-plugin,4,gf-eclipse-plugin
https://github.com/maddoggin/platform_frameworks_base,13,platform_frameworks_base
https://github.com/jacketattack/MULE,4,MULE
https://github.com/mushroomhostage/SilkSpawners,7,SilkSpawners
https://github.com/jidesoft/jide-oss,12,jide-oss
https://github.com/traff/jediterm,6,jediterm
https://github.com/projeto-coruja/Projeto-Coruja,13,Projeto-Coruja
https://github.com/poidasmith/xlloop,3,xlloop
https://github.com/Bombe/jSite,3,jSite
https://github.com/Shevchik/AutoSaveWorld,2,AutoSaveWorld
https://github.com/sonatype/nexus-yum-plugin,13,nexus-yum-plugin
https://github.com/mgoellnitz/tangram,1,tangram
https://github.com/dankurka/gwtphonegap,14,gwtphonegap
https://github.com/nyholku/purejavacomm,19,purejavacomm
https://github.com/ops4j/org.ops4j.pax.logging,50,org.ops4j.pax.logging
https://github.com/TexasDigitalLibrary/Vireo,8,Vireo
https://github.com/jenkinsci/envinject-plugin,16,envinject-plugin
https://github.com/nookieman/TeamMeet,4,TeamMeet
https://github.com/SOLA-LESOTHO/clients,12,clients
https://github.com/cbsrbiobank/scannerConfig,15,scannerConfig
https://github.com/sreichholf/dreamDroid,15,dreamDroid
https://github.com/prism/Prism,12,Prism
https://github.com/Cbeed/Wurfel-Engine,2,Wurfel-Engine
https://github.com/jnrainerds/jnrain-android,2,jnrain-android
https://github.com/mxro/nextweb-core,7,nextweb-core
https://github.com/aimluck/aipo,25,aipo
https://github.com/piusvelte/sonet,3,sonet
https://github.com/DuncanCragg/Cyrus,1,Cyrus
https://github.com/kassah/warlock2,2,warlock2
https://github.com/beanvalidation/beanvalidation-tck,4,beanvalidation-tck
https://github.com/AOKP/packages_providers_ContactsProvider,47,packages_providers_ContactsProvider
https://github.com/dondi/headmaster,21,headmaster
https://github.com/astrapi69/jaulp.core,7,jaulp.core
https://github.com/maxirosson/jdroid,3,jdroid
https://github.com/cts2/cts2-framework,6,cts2-framework
https://github.com/cwsus/cws-esolutions,2,cws-esolutions
https://github.com/erning/myrrix-recommender,1,myrrix-recommender
https://github.com/deadprogrammer/phonegap-android,22,phonegap-android
https://github.com/Telcommunication/Telc,5,Telc
https://github.com/wtsi-npg/illumina2bam,18,illumina2bam
https://github.com/dsarkozi/Gourmet,6,Gourmet
https://github.com/motech/care-reporting,6,care-reporting
https://github.com/Mindtoeye/Hoop,4,Hoop
https://github.com/shadowmage45/CatapultMod2,1,CatapultMod2
https://github.com/rest-driver/rest-driver,19,rest-driver
https://github.com/sapo/sapo-broker,13,sapo-broker
https://github.com/thecopy/ThorBangMQ,7,ThorBangMQ
https://github.com/ucam-cl-dtg/urop-2013-handins,5,urop-2013-handins
https://github.com/apache/any23,6,any23
https://github.com/escamuche/STAB,3,STAB
https://github.com/hon92/Java-Project,14,Java-Project
https://github.com/SimsGame/SIMS,14,SIMS
https://github.com/apache/commons-math,14,commons-math
https://github.com/eltazar/x2Android,6,x2Android
https://github.com/mperdikeas/playground,8,playground
https://github.com/chelseazhai/ChineseTelephone_android,3,ChineseTelephone_android
https://github.com/MattiSG/SemWiktionary,6,SemWiktionary
https://github.com/jhw/translate_mate,1,translate_mate
https://github.com/zkoss/zkthemes,10,zkthemes
https://github.com/rtyley/agit,13,agit
https://github.com/realtalk403/realtalk,10,realtalk
https://github.com/netherfoam/QuickShop,12,QuickShop
https://github.com/sorcerer310/Bsugdx002,2,Bsugdx002
https://github.com/TeamSourcery/frameworks_base,27,frameworks_base
https://github.com/niths/niths,5,niths
https://github.com/nuxeo/nuxeo.github.io,13,nuxeo.github.io
https://github.com/christophercurrie/jackson,2,jackson
https://github.com/ted80/BiomesOPlenty,8,BiomesOPlenty
https://github.com/ebi-cheminf/enzymeportal,2,enzymeportal
https://github.com/perwendel/spark,72,spark
https://github.com/svn2github/commons-vfs,6,commons-vfs
https://github.com/EmilyBjoerk/lsml,5,lsml
https://github.com/eclipse/eclipse.jdt.core,22,eclipse.jdt.core
https://github.com/sboesebeck/morphium,5,morphium
https://github.com/ajanata/PretendYoureXyzzy,13,PretendYoureXyzzy
https://github.com/planestraveler/git-starteam,5,git-starteam
https://github.com/almende/dialog,4,dialog
https://github.com/svn2github/commons-vfs2,6,commons-vfs2
https://github.com/barjo/arvensis,12,arvensis
https://github.com/treelogic-swe/aws-mock,9,aws-mock
https://github.com/codeguru42/bbct,1,bbct
https://github.com/thomas4g/2340,8,2340
https://github.com/jweese/thrax,8,thrax
https://github.com/Ronnie76er/jmeter-maven-plugin,27,jmeter-maven-plugin
https://github.com/agmip/translator-dssat,4,translator-dssat
https://github.com/mth/yeti,5,yeti
https://github.com/phenoscape/Phenex,4,Phenex
https://github.com/gameDevPrep/DryRun,4,DryRun
https://github.com/kthlnkeating/rgivistatools,2,rgivistatools
https://github.com/rnewson/couchdb-lucene,23,couchdb-lucene
https://github.com/tuxskar/pixmind,6,pixmind
https://github.com/motech/ananya,25,ananya
https://github.com/jschneider/com.cedarsoft.serialization,2,com.cedarsoft.serialization
https://github.com/douglascrockford/JSON-java,100,JSON-java
https://github.com/apache/rave,18,rave
https://github.com/sakai-mirror/msgcntr,23,msgcntr
https://github.com/Data2Semantics/d2s-tools,41,d2s-tools
https://github.com/serso/android-common,3,android-common
https://github.com/maven-gae-plugin/maven-gae-plugin,22,maven-gae-plugin
https://github.com/jbosstools/jbosstools-hibernate,19,jbosstools-hibernate
https://github.com/bergerkiller/TrainCarts,6,TrainCarts
https://github.com/cloudfoundry/vcap-java-client,29,vcap-java-client
https://github.com/Mobrockers/IPSEN2,4,IPSEN2
https://github.com/tajo-project/tajo,5,tajo
https://github.com/cyklo/Bukkit-OtherBlocks,6,Bukkit-OtherBlocks
https://github.com/ChangeOrientedProgrammingEnviorment/clientRecorder,5,clientRecorder
https://github.com/jenkinsci/dry-plugin,12,dry-plugin
https://github.com/DHBW-Karlsruhe/businesshorizon2,22,businesshorizon2
https://github.com/sylvanaar/IDLua,5,IDLua
https://github.com/jankotek/JDBM3,24,JDBM3
https://github.com/kyorohiro/KyoroHelloAndroid,2,KyoroHelloAndroid
https://github.com/cloudera/crunch,17,crunch
https://github.com/modilabs/dristhi,6,dristhi
https://github.com/steria/log-parser,7,log-parser
https://github.com/menacher/java-game-server,3,java-game-server
https://github.com/cyclestreets/android,7,android
https://github.com/moravianlibrary/MEditor,5,MEditor
https://github.com/dime-project/dime-server,15,dime-server
https://github.com/jhpoelen/eol-globi-data,4,eol-globi-data
https://github.com/jenkinsci/git-client-plugin,32,git-client-plugin
https://github.com/tehbeard/BeardAch,4,BeardAch
https://github.com/rik0/blogracy,7,blogracy
https://github.com/jenkinsci/checkstyle-plugin,12,checkstyle-plugin
https://github.com/amcgala/amcgala,12,amcgala
https://github.com/kanata3249/Android-FFXIEQ,1,Android-FFXIEQ
https://github.com/alljoyn/alljoyn_java,23,alljoyn_java
https://github.com/cipriancraciun/mosaic-java-platform,5,mosaic-java-platform
https://github.com/ColinHebert/Sakai-Solr,1,Sakai-Solr
https://github.com/revetkn/restfb,34,restfb
https://github.com/AlejandraAgroGIS/AgroGISFinal,4,AgroGISFinal
https://github.com/chariotsolutions/phonegap-nfc,16,phonegap-nfc
https://github.com/INCF/eeg-database,27,eeg-database
https://github.com/barchart/barchart-util,9,barchart-util
https://github.com/jayway/maven-android-plugin-samples,22,maven-android-plugin-samples
https://github.com/openstack-infra/gerrit,25,gerrit
https://github.com/srt/asterisk-java,30,asterisk-java
